Gene start,Gene end,Strand,Gene name,Accnum,Product,Accession
3391363,3392814,1,T_RS16730,WP_001175744.1,sodium/pantothenate symporter,NC_004631.1
3392826,3393707,1,T_RS16735,WP_001145849.1,50S ribosomal protein L11 methyltransferase,NC_004631.1
3394367,3395332,1,T_RS16740,WP_001219664.1,tRNA dihydrouridine synthase DusB,NC_004631.1
3395358,3395654,1,T_RS16745,WP_000462905.1,DNA-binding transcriptional regulator Fis,NC_004631.1
3395740,3396624,1,T_RS16750,WP_000642611.1,adenine-specific DNA-methyltransferase,NC_004631.1
3396707,3396871,1,T_RS16755,WP_000620015.1,DUF2556 family protein,NC_004631.1
3397022,3398596,1,T_RS16760,NA,diguanylate cyclase,NC_004631.1
3398598,3399023,1,T_RS16765,NA,efflux RND transporter periplasmic adaptor subunit,NC_004631.1
3399035,3402149,1,T_RS16770,NA,efflux RND transporter permease subunit,NC_004631.1
3402386,3402607,1,T_RS16775,WP_000825645.1,membrane protein,NC_004631.1
3409480,3410025,-1,T_RS16820,WP_000853982.1,menaquinone-dependent protoporphyrinogen IX dehydrogenase,NC_004631.1
3410037,3411488,-1,T_RS16825,WP_000545686.1,Trk system potassium transporter TrkH,NC_004631.1
3411527,3412141,-1,T_RS16830,WP_000378910.1,IMPACT family protein,NC_004631.1
3412141,3413472,-1,T_RS16835,WP_000444529.1,Xaa-Pro dipeptidase,NC_004631.1
3413662,3415851,1,T_RS16840,WP_000966004.1,fatty acid oxidation complex subunit alpha FadB,NC_004631.1
3415861,3417024,1,T_RS16845,WP_000438778.1,acetyl-CoA C-acyltransferase FadA,NC_004631.1
3417221,3419044,-1,T_RS16850,WP_000669894.1,aryl-sulfate sulfotransferase,NC_004631.1
3419298,3419999,-1,T_RS16855,WP_000209828.1,NAD(P)H-flavin reductase,NC_004631.1
3420085,3421563,-1,T_RS16860,WP_000339761.1,4-hydroxy-3-polyprenylbenzoate decarboxylase,NC_004631.1
3421749,3422237,1,T_RS16865,WP_001192407.1,transcription/translation regulatory transformer protein RfaH,NC_004631.1
3422245,3423027,-1,T_RS16870,WP_000459642.1,3'-5' ssDNA/RNA exonuclease TatD,NC_004631.1
3423069,3423848,-1,T_RS16875,WP_000257554.1,Sec-independent protein translocase subunit TatC,NC_004631.1
3423851,3424399,-1,T_RS16880,WP_000459611.1,Sec-independent protein translocase protein TatB,NC_004631.1
3424403,3424657,-1,T_RS16885,WP_000508972.1,Sec-independent protein translocase subunit TatA,NC_004631.1
3424863,3426503,-1,T_RS16890,WP_000187559.1,ubiquinone biosynthesis regulatory protein kinase UbiB,NC_004631.1
3426500,3427105,-1,T_RS16895,WP_001116094.1,ubiquinone biosynthesis protein UbiJ,NC_004631.1
3427115,3427870,-1,T_RS16900,WP_000229009.1,bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE,NC_004631.1
3427966,3429396,-1,T_RS16905,WP_000355562.1,DNA recombination protein RmuC,NC_004631.1
3429536,3430297,-1,T_RS16910,WP_000045169.1,uridine phosphorylase,NC_004631.1
3430556,3431368,1,T_RS16915,WP_000213959.1,dienelactone hydrolase family protein,NC_004631.1
3431448,3432790,-1,T_RS16920,NA,anaerobic sulfatase maturase,NC_004631.1
3433125,3435389,-1,T_RS16925,WP_000154198.1,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,NC_004631.1
3435638,3436591,1,T_RS16930,WP_000569786.1,HTH-type transcriptional regulator MetR,NC_004631.1
3436479,3437378,-1,T_RS16935,WP_001196257.1,carboxylate/amino acid/amine transporter,NC_004631.1
3437459,3438259,-1,T_RS16940,WP_000285339.1,sugar/pyridoxal phosphate phosphatase YigL,NC_004631.1
3438275,3439291,-1,T_RS16945,WP_000487681.1,lysophospholipase L2,NC_004631.1
3439402,3440022,1,T_RS16950,WP_000142520.1,homoserine/homoserine lactone efflux protein,NC_004631.1
3440062,3440682,-1,T_RS16955,WP_000928814.1,threonine export protein RhtC,NC_004631.1
3440746,3442575,-1,T_RS16960,WP_001533487.1,ATP-dependent DNA helicase RecQ,NC_004631.1
3442659,3443528,-1,T_RS16965,WP_001201692.1,phospholipase A,NC_004631.1
3443693,3444160,1,T_RS16970,WP_001277136.1,thioesterase family protein,NC_004631.1
3444204,3445088,1,T_RS16975,WP_000339085.1,EamA family transporter RarD,NC_004631.1
3445123,3445581,1,T_RS16980,WP_001738611.1,membrane protein,NC_004631.1
3445597,3445977,1,T_RS16985,WP_000356594.1,DUF2628 domain-containing protein,NC_004631.1
3446026,3446976,-1,T_RS16990,WP_000947139.1,magnesium/cobalt transporter CorA,NC_004631.1
3447132,3447188,-1,T_RS26340,WP_212723238.1,hypothetical protein,NC_004631.1
3447448,3449610,-1,T_RS16995,WP_000383444.1,DNA helicase II,NC_004631.1
3449746,3450462,-1,T_RS17000,WP_001213563.1,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB,NC_004631.1
3450462,3451364,-1,T_RS17005,WP_000141123.1,tyrosine recombinase XerC,NC_004631.1
3451361,3452068,-1,T_RS17010,WP_000812760.1,DUF484 domain-containing protein,NC_004631.1
3452065,3452889,-1,T_RS17015,WP_001160671.1,diaminopimelate epimerase,NC_004631.1
3452926,3453129,-1,T_RS17020,WP_000799903.1,lipoprotein,NC_004631.1
3453315,3455324,1,T_RS17025,WP_011106949.1,hypothetical protein,NC_004631.1
3455303,3455692,1,T_RS17030,WP_001124435.1,DUF3021 family protein,NC_004631.1
3455762,3456082,1,T_RS17035,WP_000999925.1,iron donor protein CyaY,NC_004631.1
3456154,3456516,-1,T_RS17040,WP_010989248.1,hypothetical protein,NC_004631.1
3456528,3457070,-1,T_RS17045,WP_001785665.1,hypothetical protein,NC_004631.1
3457256,3457609,-1,T_RS17050,WP_000752582.1,hypothetical protein,NC_004631.1
3457717,3460263,-1,T_RS17055,WP_000281718.1,class I adenylate cyclase,NC_004631.1
3460640,3461581,1,T_RS17060,WP_001521319.1,hydroxymethylbilane synthase,NC_004631.1
3461578,3462318,1,T_RS17065,WP_000025500.1,uroporphyrinogen-III synthase,NC_004631.1
3462340,3463509,1,T_RS17070,WP_000138976.1,uroporphyrinogen-III C-methyltransferase,NC_004631.1
3463512,3464708,1,T_RS17075,WP_001682176.1,protoheme IX biogenesis protein HemY,NC_004631.1
3465825,3467210,-1,T_RS17100,WP_000818378.1,amino acid permease,NC_004631.1
3467417,3468157,-1,T_RS17105,WP_000183613.1,lipopolysaccharide N-acetylmannosaminouronosyltransferase,NC_004631.1
3468154,3469512,-1,T_RS17110,WP_000055604.1,ECA oligosaccharide polymerase,NC_004631.1
3469509,3470588,-1,T_RS17115,WP_000217177.1,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,NC_004631.1
3470585,3471835,-1,T_RS17120,WP_000050302.1,lipid III flippase WzxE,NC_004631.1
3471837,3472967,-1,T_RS17125,WP_000612080.1,dTDP-4-amino-4%2C6-dideoxygalactose transaminase,NC_004631.1
3472972,3473649,-1,T_RS17130,WP_001145149.1,dTDP-4-amino-4%2C6-dideoxy-D-galactose acyltransferase,NC_004631.1
3473627,3474508,-1,T_RS17135,WP_000676077.1,glucose-1-phosphate thymidylyltransferase RfbA,NC_004631.1
3474541,3475608,-1,T_RS17140,WP_000822139.1,dTDP-glucose 4%2C6-dehydratase,NC_004631.1
3475608,3476870,-1,T_RS17145,WP_000011236.1,UDP-N-acetyl-D-mannosamine dehydrogenase,NC_004631.1
3476867,3477997,-1,T_RS17150,WP_000866686.1,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),NC_004631.1
3478053,3479099,-1,T_RS17155,WP_000193415.1,ECA polysaccharide chain length modulation protein,NC_004631.1
3479111,3480214,-1,T_RS17160,WP_000771938.1,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase,NC_004631.1
3480444,3481703,-1,T_RS17165,WP_001054532.1,transcription termination factor Rho,NC_004631.1
3481791,3481874,-1,T_RS26535,WP_134820045.1,rho operon leader peptide,NC_004631.1
3482122,3482451,-1,T_RS17170,WP_001280776.1,thioredoxin TrxA,NC_004631.1
3482595,3483860,1,T_RS17175,WP_000047525.1,ATP-dependent RNA helicase RhlB,NC_004631.1
3483979,3485460,1,T_RS17180,WP_001089447.1,guanosine-5'-triphosphate%2C3'-diphosphate diphosphatase,NC_004631.1
3485500,3487524,-1,T_RS17185,WP_001238841.1,DNA helicase Rep,NC_004631.1
3487624,3488352,-1,T_RS17190,WP_001682173.1,nicotinamide riboside transporter PnuC,NC_004631.1
3488352,3489095,-1,T_RS17195,WP_001182428.1,nucleoside phosphorylase,NC_004631.1
3489123,3489824,-1,T_RS17200,NA,Crp/Fnr family transcriptional regulator,NC_004631.1
3490018,3490299,1,T_RS17205,WP_001096806.1,peptidylprolyl isomerase PpiC,NC_004631.1
3490391,3491866,-1,T_RS17210,WP_000024943.1,ketol-acid reductoisomerase,NC_004631.1
3492031,3492918,1,T_RS17215,WP_000365798.1,HTH-type transcriptional activator IlvY,NC_004631.1
3492921,3493262,-1,T_RS17220,WP_000560819.1,helix-turn-helix domain-containing protein,NC_004631.1
3493259,3493576,-1,T_RS17225,WP_000535854.1,type II toxin-antitoxin system RelE/ParE family toxin,NC_004631.1
3493857,3495401,-1,T_RS17230,WP_010989250.1,threonine ammonia-lyase%2C biosynthetic,NC_004631.1
3495404,3497254,-1,T_RS17235,WP_001127449.1,dihydroxy-acid dehydratase,NC_004631.1
3497411,3498340,-1,T_RS17240,WP_000208528.1,branched-chain-amino-acid transaminase,NC_004631.1
3498358,3498621,-1,T_RS17245,WP_000983260.1,acetolactate synthase 2 small subunit,NC_004631.1
3498618,3500264,-1,T_RS17250,WP_001012560.1,acetolactate synthase 2 catalytic subunit,NC_004631.1
3500267,3500317,-1,T_RS26275,WP_192930503.1,peptide IlvX,NC_004631.1
3500404,3500502,-1,T_RS17255,WP_001311244.1,ilv operon leader peptide,NC_004631.1
3500854,3501054,1,T_RS17260,NA,magnesium chelatase,NC_004631.1
3501084,3501389,-1,T_RS26540,WP_230487430.1,hypothetical protein,NC_004631.1
3501503,3501667,-1,T_RS26545,NA,hypothetical protein,NC_004631.1
3502369,3502560,-1,T_RS17270,WP_000900883.1,hypothetical protein,NC_004631.1
3502576,3503145,-1,T_RS17275,WP_001047327.1,phage repressor protein CI,NC_004631.1
3503271,3503492,1,T_RS17280,WP_001247706.1,hypothetical protein,NC_004631.1
3503525,3504034,1,T_RS17285,WP_000460893.1,phage regulatory CII family protein,NC_004631.1
3504042,3504197,1,T_RS26550,NA,DUF2724 domain-containing protein,NC_004631.1
3504456,3504797,1,T_RS17295,WP_000996717.1,DUF5347 domain-containing protein,NC_004631.1
3504865,3505098,1,T_RS17300,WP_001244218.1,DUF2732 domain-containing protein,NC_004631.1
3505098,3505325,1,T_RS17305,WP_000752613.1,TraR/DksA family transcriptional regulator,NC_004631.1
3505322,3506179,1,T_RS17310,WP_000104152.1,DNA adenine methylase,NC_004631.1
3506176,3508590,1,T_RS17315,WP_000017503.1,replication endonuclease,NC_004631.1
3508744,3508932,1,T_RS17320,WP_001580533.1,hypothetical protein,NC_004631.1
3509000,3509299,-1,T_RS17325,WP_000822803.1,hypothetical protein,NC_004631.1
3509408,3510214,-1,T_RS17330,WP_001580535.1,hypothetical protein,NC_004631.1
3510900,3511814,1,T_RS17335,WP_001146827.1,hypothetical protein,NC_004631.1
3511811,3512551,1,T_RS17340,WP_000185757.1,HIRAN domain-containing protein,NC_004631.1
3512586,3513590,-1,T_RS17345,WP_230374032.1,phage portal protein,NC_004631.1
3513623,3515389,-1,T_RS17350,WP_001098422.1,terminase ATPase subunit family protein,NC_004631.1
3515532,3516365,1,T_RS17355,WP_000216244.1,GPO family capsid scaffolding protein,NC_004631.1
3516382,3517440,1,T_RS17360,WP_000742518.1,phage major capsid protein%2C P2 family,NC_004631.1
3517444,3518094,1,T_RS17365,WP_000059191.1,terminase endonuclease subunit,NC_004631.1
3518190,3518654,1,T_RS17370,WP_000673504.1,head completion/stabilization protein,NC_004631.1
3518654,3518857,1,T_RS17375,WP_000868175.1,tail protein X,NC_004631.1
3518861,3519076,1,T_RS17380,WP_000171568.1,HP1 family phage holin,NC_004631.1
3519057,3519569,1,T_RS17385,WP_001069905.1,lysozyme,NC_004631.1
3519571,3519948,1,T_RS17390,WP_000727853.1,DNZ54_00345 family protein,NC_004631.1
3519945,3520373,1,T_RS26555,WP_001080928.1,Rz-like lysis system protein LysB,NC_004631.1
3520258,3520506,1,T_RS26345,WP_223229653.1,Rz1-like lysis system protein LysC,NC_004631.1
3520469,3520900,1,T_RS17400,WP_001039939.1,phage tail protein,NC_004631.1
3520893,3521339,1,T_RS17405,WP_000829146.1,phage virion morphogenesis protein,NC_004631.1
3521408,3521986,1,T_RS17410,WP_000993754.1,phage baseplate assembly protein V,NC_004631.1
3521983,3522342,1,T_RS17415,WP_000177595.1,GPW/gp25 family protein,NC_004631.1
3522329,3523237,1,T_RS17420,WP_000268271.1,baseplate assembly protein,NC_004631.1
3523230,3523835,1,T_RS17425,WP_001086816.1,phage tail protein I,NC_004631.1
3523832,3525346,1,T_RS17430,WP_000104804.1,phage tail protein,NC_004631.1
3525346,3525939,1,T_RS17435,WP_000805568.1,tail fiber assembly protein,NC_004631.1
3525911,3526351,-1,T_RS17440,WP_001174915.1,tail fiber assembly protein,NC_004631.1
3526780,3527346,1,T_RS17445,WP_000905046.1,recombinase family protein,NC_004631.1
3527489,3528661,1,T_RS17450,WP_000046142.1,phage tail sheath protein,NC_004631.1
3528671,3529186,1,T_RS17455,WP_001207656.1,phage major tail tube protein,NC_004631.1
3529241,3529543,1,T_RS17460,WP_001280897.1,phage tail assembly protein,NC_004631.1
3529558,3529677,1,T_RS17465,WP_000763311.1,GpE family phage tail protein,NC_004631.1
3529670,3532747,1,T_RS17470,WP_001282797.1,phage tail tape measure protein,NC_004631.1
3532744,3533229,1,T_RS17475,WP_000980381.1,phage tail protein,NC_004631.1
3533226,3534326,1,T_RS17480,WP_001011760.1,phage late control D family protein,NC_004631.1
3534417,3534635,1,T_RS17485,WP_000972391.1,ogr/Delta-like zinc finger family protein,NC_004631.1
3534725,3536047,1,T_RS17490,NA,YifB family Mg chelatase-like AAA ATPase,NC_004631.1
3536217,3536675,1,T_RS17495,WP_000502114.1,IS200/IS605 family transposase,NC_004631.1
3536783,3537121,-1,T_RS17500,WP_000840996.1,macrodomain Ori organization protein MaoP,NC_004631.1
3537228,3538076,1,T_RS17505,WP_001541181.1,HTH-type transcriptional regulator HdfR,NC_004631.1
3544138,3545727,1,T_RS17540,WP_001187501.1,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,NC_004631.1
3545743,3547032,1,T_RS17545,WP_000866776.1,phosphoribosylamine--glycine ligase,NC_004631.1
3547029,3548354,-1,T_RS17550,WP_000617932.1,sigma-54-dependent response regulator transcription factor ZraR,NC_004631.1
3548360,3549757,-1,T_RS17555,WP_001772857.1,two-component system sensor histidine kinase ZraS,NC_004631.1
3550011,3550466,1,T_RS17560,WP_000828129.1,zinc resistance sensor/chaperone ZraP,NC_004631.1
3550508,3551200,-1,T_RS17565,WP_001083923.1,DUF1481 domain-containing protein,NC_004631.1
3551212,3551484,-1,T_RS17570,WP_001044509.1,DNA-binding protein HU-alpha,NC_004631.1
3551671,3552261,-1,T_RS17575,WP_000940092.1,YjaG family protein,NC_004631.1
3552303,3552974,-1,T_RS17580,WP_000362359.1,deoxyribonuclease V,NC_004631.1
3552984,3554048,-1,T_RS17585,WP_000137619.1,uroporphyrinogen decarboxylase,NC_004631.1
3554089,3554862,-1,T_RS17590,WP_000373954.1,NAD(+) diphosphatase,NC_004631.1
3554955,3555443,1,T_RS17595,WP_000934311.1,sigma D regulator,NC_004631.1
3555807,3557702,1,T_RS17600,WP_000108425.1,phosphomethylpyrimidine synthase ThiC,NC_004631.1
3557702,3558337,1,T_RS17605,WP_000284626.1,thiamine phosphate synthase,NC_004631.1
3558330,3559088,1,T_RS17610,WP_000999774.1,HesA/MoeB/ThiF family protein,NC_004631.1
3559069,3559269,1,T_RS17615,WP_001166848.1,sulfur carrier protein ThiS,NC_004631.1
3559271,3560041,1,T_RS17620,WP_000944065.1,thiazole synthase,NC_004631.1
3560038,3561171,1,T_RS17625,WP_000643282.1,2-iminoacetate synthase ThiH,NC_004631.1
3561324,3561509,-1,T_RS17630,NA,hypothetical protein,NC_004631.1
3561921,3562265,1,T_RS17635,WP_031624270.1,hypothetical protein,NC_004631.1
3562271,3562594,-1,T_RS17640,WP_001576436.1,membrane protein,NC_004631.1
3562636,3566859,-1,T_RS17645,WP_000653965.1,DNA-directed RNA polymerase subunit beta',NC_004631.1
3566936,3570964,-1,T_RS17650,WP_000263105.1,DNA-directed RNA polymerase subunit beta,NC_004631.1
3571282,3571647,-1,T_RS17655,WP_000028882.1,50S ribosomal protein L7/L12,NC_004631.1
3571714,3572211,-1,T_RS17660,WP_001207203.1,50S ribosomal protein L10,NC_004631.1
3572627,3573331,-1,T_RS17665,WP_001096676.1,50S ribosomal protein L1,NC_004631.1
3573335,3573763,-1,T_RS17670,WP_001085926.1,50S ribosomal protein L11,NC_004631.1
3573921,3574466,-1,T_RS17675,WP_001287521.1,transcription termination/antitermination protein NusG,NC_004631.1
3574468,3574851,-1,T_RS17680,WP_001275691.1,preprotein translocase subunit SecE,NC_004631.1
3575081,3576265,-1,T_RS17685,WP_000031748.1,elongation factor Tu,NC_004631.1
3576842,3577015,1,T_RS17710,WP_001775645.1,hypothetical protein,NC_004631.1
3577224,3578174,1,T_RS17715,WP_000023068.1,type I pantothenate kinase,NC_004631.1
3578209,3579171,-1,T_RS17720,WP_000655746.1,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA,NC_004631.1
3579168,3580196,-1,T_RS17725,WP_000149790.1,UDP-N-acetylmuramate dehydrogenase,NC_004631.1
3586111,3586962,-1,T_RS17755,WP_000201804.1,glutamate racemase,NC_004631.1
3586907,3588751,-1,T_RS17760,WP_000591414.1,TonB-dependent vitamin B12 receptor BtuB,NC_004631.1
3589125,3590225,1,T_RS17765,WP_000186987.1,tRNA (uridine(54)-C5)-methyltransferase TrmA,NC_004631.1
3590272,3590631,-1,T_RS17770,WP_000813838.1,YijD family membrane protein,NC_004631.1
3590647,3591282,-1,T_RS17775,WP_000971958.1,HTH-type transcriptional repressor FabR,NC_004631.1
3591481,3592881,1,T_RS17780,WP_001120789.1,Si-specific NAD(P)(+) transhydrogenase,NC_004631.1
3592864,3593781,-1,T_RS17785,WP_001025919.1,DNA-binding transcriptional regulator OxyR,NC_004631.1
3594065,3595441,-1,T_RS17790,WP_001230038.1,argininosuccinate lyase,NC_004631.1
3595559,3596335,-1,T_RS17795,WP_001575262.1,acetylglutamate kinase,NC_004631.1
3596343,3597347,-1,T_RS17800,WP_000935332.1,N-acetyl-gamma-glutamyl-phosphate reductase,NC_004631.1
3597436,3598587,1,T_RS17805,WP_000800208.1,acetylornithine deacetylase,NC_004631.1
3598956,3601607,1,T_RS17810,WP_001005544.1,phosphoenolpyruvate carboxylase,NC_004631.1
3601809,3603542,1,T_RS17815,WP_001192092.1,phosphoethanolamine transferase CptA,NC_004631.1
3603703,3604539,1,T_RS17820,WP_000274601.1,AraC family transcriptional regulator,NC_004631.1
3604794,3605456,1,T_RS17825,WP_000424865.1,fructose-6-phosphate aldolase,NC_004631.1
3605468,3606571,1,T_RS17830,WP_000374033.1,glycerol dehydrogenase,NC_004631.1
3606678,3608858,-1,T_RS17835,WP_000108110.1,catalase/peroxidase HPI,NC_004631.1
3609023,3609913,-1,T_RS17840,WP_000007507.1,methylenetetrahydrofolate reductase,NC_004631.1
3610192,3611673,1,T_RS17850,WP_001090459.1,PLP-dependent aminotransferase family protein,NC_004631.1
3611618,3612724,-1,T_RS17855,WP_000976816.1,alanine racemase,NC_004631.1
3612721,3613959,-1,T_RS17860,WP_000609328.1,serine hydroxymethyltransferase,NC_004631.1
3614224,3615780,-1,T_RS17865,WP_000865256.1,bifunctional metallophosphatase/5'-nucleotidase,NC_004631.1
3615916,3617040,1,T_RS17870,WP_001134817.1,hypothetical protein,NC_004631.1
3617274,3617704,1,T_RS26010,NA,hypothetical protein,NC_004631.1
3617767,3620199,-1,T_RS17875,WP_000110811.1,bifunctional aspartate kinase/homoserine dehydrogenase II,NC_004631.1
3620202,3621362,-1,T_RS17880,WP_000197208.1,cystathionine gamma-synthase,NC_004631.1
3621627,3621944,1,T_RS17885,WP_000852811.1,met regulon transcriptional regulator MetJ,NC_004631.1
3622400,3624189,1,T_RS17890,NA,aryl-sulfate sulfotransferase,NC_004631.1
3624390,3625052,1,T_RS17895,WP_000792797.1,TIGR02117 family protein,NC_004631.1
3625098,3625310,-1,T_RS17900,WP_000715284.1,50S ribosomal protein L31,NC_004631.1
3625514,3627712,1,T_RS17905,WP_000109394.1,primosomal protein N',NC_004631.1
3627867,3628892,1,T_RS17910,WP_000841337.1,DNA-binding transcriptional regulator CytR,NC_004631.1
3628986,3629981,1,T_RS17915,WP_000068796.1,cell division protein FtsN,NC_004631.1
3630073,3630603,1,T_RS17920,WP_000208240.1,ATP-dependent protease subunit HslV,NC_004631.1
3630613,3631944,1,T_RS17925,WP_001293355.1,HslU--HslV peptidase ATPase subunit,NC_004631.1
3632011,3632940,1,T_RS17930,WP_000139635.1,1%2C4-dihydroxy-2-naphthoate polyprenyltransferase,NC_004631.1
3633033,3633518,1,T_RS17935,WP_000872918.1,ribonuclease E activity regulator RraA,NC_004631.1
3633740,3633979,-1,T_RS17940,WP_000051368.1,septal ring assembly protein ZapB,NC_004631.1
3634378,3635223,1,T_RS17945,WP_000084284.1,aquaporin,NC_004631.1
3635244,3636749,1,T_RS17950,WP_000137244.1,glycerol kinase GlpK,NC_004631.1
3636861,3637871,1,T_RS17955,WP_001250624.1,class II fructose-bisphosphatase,NC_004631.1
3637968,3638714,1,T_RS17960,WP_000796307.1,ferredoxin--NADP(+) reductase,NC_004631.1
3638821,3639249,-1,T_RS17965,WP_000155237.1,DUF805 domain-containing protein,NC_004631.1
3639350,3639946,1,T_RS17970,WP_000802241.1,YiiQ family protein,NC_004631.1
3640059,3640826,1,T_RS17975,WP_001216342.1,triose-phosphate isomerase,NC_004631.1
3640918,3641682,-1,T_RS17980,WP_001088043.1,ribulose-phosphate 3-epimerase,NC_004631.1
3641692,3641982,-1,T_RS17985,WP_001543603.1,(4S)-4-hydroxy-5-phosphonooxypentane-2%2C3-dione isomerase,NC_004631.1
3642065,3642940,-1,T_RS17990,WP_000774152.1,3-hydroxy-5-phosphonooxypentane-2%2C4-dione thiolase,NC_004631.1
3642969,3643991,-1,T_RS17995,WP_000090739.1,autoinducer 2 ABC transporter substrate-binding protein LsrB,NC_004631.1
3644020,3645021,-1,T_RS18000,WP_000981827.1,autoinducer 2 ABC transporter permease LsrD,NC_004631.1
3645018,3646061,-1,T_RS18005,WP_000911130.1,autoinducer 2 ABC transporter permease LsrC,NC_004631.1
3646055,3647590,-1,T_RS18010,WP_001167253.1,autoinducer 2 ABC transporter ATP-binding protein LsrA,NC_004631.1
3647846,3648805,1,T_RS18015,WP_001283049.1,transcriptional regulator LsrR,NC_004631.1
3648892,3650484,1,T_RS18020,WP_000113082.1,autoinducer-2 kinase,NC_004631.1
3650498,3650848,1,T_RS18025,NA,cupin domain-containing protein,NC_004631.1
3650938,3651078,-1,T_RS24880,NA,CDP-diacylglycerol diphosphatase,NC_004631.1
3651130,3651255,-1,T_RS18030,NA,hypothetical protein,NC_004631.1
3651353,3652075,-1,T_RS18035,WP_001764005.1,GntR family transcriptional regulator,NC_004631.1
3652138,3653178,-1,T_RS18040,WP_000557877.1,ADP-ribosylglycohydrolase family protein,NC_004631.1
3653188,3654147,-1,T_RS18045,WP_000646490.1,aminoimidazole riboside kinase,NC_004631.1
3654158,3655492,-1,T_RS18050,NA,MFS transporter,NC_004631.1
3655758,3656513,-1,T_RS18055,WP_000750765.1,CDP-diacylglycerol diphosphatase,NC_004631.1
3656614,3657603,-1,T_RS18060,WP_000758715.1,sulfate ABC transporter substrate-binding protein,NC_004631.1
3657807,3658769,-1,T_RS18065,WP_000591793.1,6-phosphofructokinase,NC_004631.1
3658954,3659850,-1,T_RS18070,WP_001077323.1,CDF family cation-efflux transporter FieF,NC_004631.1
3659998,3660498,-1,T_RS18075,WP_001233466.1,cell-envelope stress modulator CpxP,NC_004631.1
3660649,3661347,1,T_RS18080,WP_001033727.1,envelope stress response regulator transcription factor CpxR,NC_004631.1
3661344,3662717,1,T_RS18085,WP_000580402.1,envelope stress sensor histidine kinase CpxA,NC_004631.1
3662768,3663163,-1,T_RS18090,WP_000133445.1,nuclear transport factor 2 family protein,NC_004631.1
3663175,3663864,-1,T_RS18095,WP_000559225.1,6-hydroxyaminopurine reductase,NC_004631.1
3663934,3664554,-1,T_RS18100,WP_000122632.1,superoxide dismutase [Mn],NC_004631.1
3664883,3665865,1,T_RS18105,NA,TRAP transporter substrate-binding protein,NC_004631.1
3665884,3666399,1,T_RS18110,WP_001091409.1,TRAP transporter small permease,NC_004631.1
3666392,3667699,1,T_RS18115,WP_000566798.1,TRAP transporter large permease,NC_004631.1
3667855,3668538,-1,T_RS18120,WP_000378721.1,oligogalacturonate-specific porin KdgM family protein,NC_004631.1
3669157,3670191,1,T_RS18130,WP_000063537.1,L-rhamnose/proton symporter RhaT,NC_004631.1
3670188,3671036,-1,T_RS18135,WP_000013291.1,HTH-type transcriptional activator RhaR,NC_004631.1
3671189,3672025,-1,T_RS18140,WP_000217112.1,HTH-type transcriptional activator RhaS,NC_004631.1
3672313,3673782,1,T_RS18145,WP_000143961.1,rhamnulokinase,NC_004631.1
3673779,3675038,1,T_RS18150,WP_000211475.1,L-rhamnose isomerase,NC_004631.1
3675096,3675922,1,T_RS18155,NA,rhamnulose-1-phosphate aldolase,NC_004631.1
3676049,3677197,1,T_RS18160,WP_000009255.1,lactaldehyde reductase,NC_004631.1
3677194,3677508,1,T_RS18165,WP_000619478.1,L-rhamnose mutarotase,NC_004631.1
3677597,3678145,-1,T_RS18170,WP_001681903.1,XRE family transcriptional regulator,NC_004631.1
3678246,3678905,1,T_RS18175,WP_000683586.1,AzlC family ABC transporter permease,NC_004631.1
3678905,3679228,1,T_RS18180,NA,AzlD domain-containing protein,NC_004631.1
3679571,3680671,-1,T_RS18185,WP_000828045.1,DUF3829 domain-containing protein,NC_004631.1
3680853,3681884,1,T_RS18190,WP_000710970.1,YiiG family protein,NC_004631.1
3682160,3682996,-1,T_RS18195,WP_001059746.1,formate dehydrogenase accessory sulfurtransferase FdhD,NC_004631.1
3683191,3686241,1,T_RS18205,WP_010989259.1,formate dehydrogenase-N subunit alpha,NC_004631.1
3686254,3687156,1,T_RS18210,WP_000331359.1,formate dehydrogenase subunit beta,NC_004631.1
3687153,3687788,1,T_RS18215,WP_000829025.1,formate dehydrogenase cytochrome b556 subunit,NC_004631.1
3687785,3688714,1,T_RS18220,WP_000027727.1,formate dehydrogenase accessory protein FdhE,NC_004631.1
3688752,3689126,-1,T_RS18225,WP_000238494.1,type II toxin-antitoxin system VapC family toxin,NC_004631.1
3689126,3689368,-1,T_RS18230,WP_001523745.1,ribbon-helix-helix domain-containing protein,NC_004631.1
3689573,3690502,1,T_RS18235,WP_001162859.1,alpha/beta hydrolase,NC_004631.1
3690588,3690899,1,T_RS18240,WP_000558160.1,type II toxin-antitoxin system HigB family toxin,NC_004631.1
3690896,3691342,1,T_RS18245,WP_001259009.1,type II toxin-antitoxin system HigA family antitoxin,NC_004631.1
3691357,3692298,-1,T_RS18250,WP_001518251.1,fatty acid biosynthesis protein FabY,NC_004631.1
