#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_000913.3",4028782,4030971,"-",948336,"fadB","b3846","NP_418288.1",729,"multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase"
"chromosome","NC_000913.3",4031161,4032492,"+",948335,"pepQ","b3847","NP_418289.1",443,"Xaa-Pro dipeptidase"
"chromosome","NC_000913.3",4032492,4033106,"+",948334,"yigZ","b3848","NP_418290.4",204,"IMPACT family member YigZ"
"chromosome","NC_000913.3",4033145,4034596,"+",948333,"trkH","b3849","YP_026273.1",483,"K(+) transporter TrkH"
"chromosome","NC_000913.3",4034608,4035153,"+",948331,"hemG","b3850","NP_418292.1",181,"protoporphyrinogen oxidase"
"chromosome","NC_000913.3",4040906,4041433,"-",948343,"mobB","b3856","NP_418293.2",175,"molybdopterin-guanine dinucleotide biosynthesis adaptor protein"
"chromosome","NC_000913.3",4041415,4041999,"-",948349,"mobA","b3857","NP_418294.1",194,"molybdenum cofactor guanylyltransferase"
"chromosome","NC_000913.3",4042069,4042338,"+",948348,"yihD","b3858","NP_418295.1",89,"DUF1040 domain-containing protein YihD"
"chromosome","NC_000913.3",4042415,4043401,"+",948346,"srkA","b3859","NP_418296.1",328,"stress response kinase A"
"chromosome","NC_000913.3",4043418,4044044,"+",948353,"dsbA","b3860","NP_418297.1",208,"thiol:disulfide oxidoreductase DsbA"
"chromosome","NC_000913.3",4044199,4045629,"+",948352,"yihF","b3861","NP_418298.4",476,"DUF945 domain-containing protein YihF"
"chromosome","NC_000913.3",4045670,4046602,"-",948350,"yihG","b3862","NP_418299.1",310,"1-acylglycerol-3-phosphate O-acyltransferase YihG"
"chromosome","NC_000913.3",4046966,4049752,"+",948356,"polA","b3863","NP_418300.1",928,"DNA polymerase I"
"chromosome","NC_000913.3",4050133,4050765,"-",948358,"yihA","b3865","NP_418301.3",210,"GTP-binding protein YihA"
"chromosome","NC_000913.3",4051347,4051856,"+",948363,"yihI","b3866","NP_418302.1",169,"Der GTPase-activating protein YihI"
"chromosome","NC_000913.3",4052045,4053418,"+",948362,"hemN","b3867","NP_418303.2",457,"coproporphyrinogen III dehydrogenase"
"chromosome","NC_000913.3",4053647,4053757,"-",7751621,"yshB","b4686","YP_002791260.1",36,"uncharacterized protein YshB"
"chromosome","NC_000913.3",4053869,4055278,"-",948361,"glnG","b3868","NP_418304.1",469,"DNA-binding transcriptional dual regulator NtrC"
"chromosome","NC_000913.3",4055290,4056339,"-",948360,"glnL","b3869","NP_418305.1",349,"protein histidine kinase NtrB"
"chromosome","NC_000913.3",4056625,4058034,"-",948370,"glnA","b3870","NP_418306.1",469,"glutamine synthetase"
"chromosome","NC_000913.3",4058407,4060230,"+",948369,"bipA","b3871","YP_026274.1",607,"50S ribosomal subunit assembly factor BipA"
"chromosome","NC_000913.3",4060447,4061157,"+",948368,"yihL","b3872","NP_418308.1",236,"putative DNA-binding transcriptional regulator YihL"
"chromosome","NC_000913.3",4061165,4062145,"+",948367,"yihM","b3873","NP_418309.1",326,"putative TIM barrel domain-containing protein YihM"
"chromosome","NC_000913.3",4062247,4063512,"+",948365,"yihN","b3874","NP_418310.1",421,"putative transporter YihN"
"chromosome","NC_000913.3",4063603,4064295,"-",948366,"ompL","b3875","NP_418311.1",230,"putative outer membrane porin L"
"chromosome","NC_000913.3",4064363,4065766,"-",948377,"yihO","b3876","YP_026275.1",467,"putative sulfoquinovose transporter"
"chromosome","NC_000913.3",4065809,4067194,"-",948371,"yihP","b3877","NP_418313.4",461,"putative 2,3-dihydroxypropane-1-sulfonate export protein"
"chromosome","NC_000913.3",4067240,4069276,"-",948376,"yihQ","b3878","NP_418314.1",678,"sulfoquinovosidase"
"chromosome","NC_000913.3",4069475,4070401,"-",948375,"yihR","b3879","NP_418315.3",308,"putative sulfoquinovose mutarotase YihR"
"chromosome","NC_000913.3",4070515,4071756,"-",948374,"yihS","b3880","NP_418316.4",413,"sulfoquinovose isomerase"
"chromosome","NC_000913.3",4071773,4072651,"-",948373,"yihT","b3881","NP_418317.1",292,"6-deoxy-6-sulfofructose-1-phosphate aldolase"
"chromosome","NC_000913.3",4072675,4073571,"-",948372,"yihU","b3882","NP_418318.1",298,"3-sulfolactaldehyde reductase"
"chromosome","NC_000913.3",4073739,4074635,"+",948382,"yihV","b3883","NP_418319.2",298,"6-deoxy-6-sulfofructose kinase"
"chromosome","NC_000913.3",4074669,4075454,"+",948381,"csqR","b3884","NP_418320.2",261,"DNA-binding transcriptional dual regulator CsqR"
"chromosome","NC_000913.3",4075553,4076152,"+",948380,"yihX","b3885","NP_418321.4",199,"alpha-D-glucose-1-phosphate phosphatase YihX"
"chromosome","NC_000913.3",4076146,4077018,"+",948379,"yihY","b3886","NP_418322.1",290,"PF03631 family membrane protein YihY"
"chromosome","NC_000913.3",4077015,4077452,"+",948378,"dtd","b3887","NP_418323.1",145,"D-aminoacyl-tRNA deacylase"
"chromosome","NC_000913.3",4077449,4078438,"+",948387,"fabY","b3888","NP_418324.1",329,"putative fatty acid biosynthesis enzyme FabY"
"chromosome","NC_000913.3",4079291,4079509,"+",948386,"yiiE","b3889","NP_418325.4",72,"putative DNA-binding transcriptional regulator YiiE"
"chromosome","NC_000913.3",4079751,4079969,"+",948385,"yiiF","b3890","NP_418326.2",72,"protein YiiF"
"chromosome","NC_000913.3",4080299,4081228,"-",948384,"fdhE","b3891","NP_418327.1",309,"formate dehydrogenase formation protein"
"chromosome","NC_000913.3",4081225,4081860,"-",948383,"fdoI","b3892","NP_418328.1",211,"formate dehydrogenase O subunit gamma"
"chromosome","NC_000913.3",4081857,4082759,"-",948395,"fdoH","b3893","NP_418329.1",300,"formate dehydrogenase O subunit beta"
"chromosome","NC_000913.3",4082772,4085822,"-",948394,"fdoG","b3894","NP_418330.1",1016,"formate dehydrogenase O subunit alpha"
"chromosome","NC_000913.3",4086016,4086849,"+",948393,"fdhD","b3895","NP_418331.1",277,"sulfurtransferase for molybdenum cofactor sulfuration"
"chromosome","NC_000913.3",4087002,4088057,"+",948392,"yiiG","b3896","NP_418332.1",351,"DUF3829 domain-containing lipoprotein YiiG"
"chromosome","NC_000913.3",4088107,4089855,"-",948389,"frvR","b3897","NP_418333.1",582,"putative DNA-binding transcriptional regulator FrvR"
"chromosome","NC_000913.3",4089855,4090925,"-",948388,"frvX","b3898","NP_418334.1",356,"peptidase M42 family protein FrvX"
"chromosome","NC_000913.3",4090915,4092366,"-",948390,"frvB","b3899","NP_418335.4",483,"putative PTS enzyme IIBC component FrvB"
"chromosome","NC_000913.3",4092377,4092823,"-",948391,"frvA","b3900","NP_418336.1",148,"putative PTS enzyme IIA component FrvA"
"chromosome","NC_000913.3",4093124,4093438,"-",948402,"rhaM","b3901","NP_418337.1",104,"L-rhamnose mutarotase"
"chromosome","NC_000913.3",4093448,4094272,"-",948401,"rhaD","b3902","NP_418338.1",274,"rhamnulose-1-phosphate aldolase"
"chromosome","NC_000913.3",4094723,4095982,"-",948400,"rhaA","b3903","YP_026276.1",419,"L-rhamnose isomerase"
"chromosome","NC_000913.3",4095979,4097448,"-",948399,"rhaB","b3904","NP_418340.1",489,"rhamnulokinase"
"chromosome","NC_000913.3",4097736,4098572,"+",948397,"rhaS","b3905","NP_418341.1",278,"DNA-binding transcriptional activator RhaS"
"chromosome","NC_000913.3",4098646,4099494,"+",948396,"rhaR","b3906","NP_418342.2",282,"DNA-binding transcriptional activator RhaR"
"chromosome","NC_000913.3",4099491,4100525,"-",948398,"rhaT","b3907","NP_418343.1",344,"rhamnose/lyxose:H(+) symporter"
"chromosome","NC_000913.3",4100810,4101430,"+",948403,"sodA","b3908","NP_418344.3",206,"superoxide dismutase (Mn)"
"chromosome","NC_000913.3",4101690,4102673,"+",948407,"kdgT","b3909","NP_418345.2",327,"2-dehydro-3-deoxy-D-gluconate:H(+) symporter"
"chromosome","NC_000913.3",4102822,4103496,"+",948406,"yiiM","b3910","NP_418346.2",224,"6-hydroxyaminopurine reductase"
"chromosome","NC_000913.3",4103602,4104975,"-",948405,"cpxA","b3911","NP_418347.1",457,"sensor histidine kinase CpxA"
"chromosome","NC_000913.3",4104972,4105670,"-",948404,"cpxR","b3912","NP_418348.1",232,"DNA-binding transcriptional dual regulator CpxR"
"chromosome","NC_000913.3",4105820,4106320,"+",2847688,"cpxP","b4484","YP_026277.1",166,"periplasmic protein CpxP"
"chromosome","NC_000913.3",4106469,4107371,"+",948413,"fieF","b3915","NP_418350.1",300,"Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter"
"chromosome","NC_000913.3",4107552,4108514,"+",948412,"pfkA","b3916","NP_418351.1",320,"6-phosphofructokinase 1"
"chromosome","NC_000913.3",4108834,4109823,"+",948411,"sbp","b3917","NP_418352.1",329,"sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp"
"chromosome","NC_000913.3",4109930,4110685,"+",948410,"cdh","b3918","NP_418353.1",251,"CDP-diacylglycerol diphosphatase"
"chromosome","NC_000913.3",4110740,4111507,"-",948409,"tpiA","b3919","NP_418354.1",255,"triose-phosphate isomerase"
"chromosome","NC_000913.3",4111615,4112214,"-",948408,"yiiQ","b3920","NP_418355.1",199,"DUF1454 domain-containing protein YiiQ"
"chromosome","NC_000913.3",4112315,4112755,"+",948417,"yiiR","b3921","NP_418356.1",146,"DUF805 domain-containing protein YiiR"
"chromosome","NC_000913.3",4112967,4113266,"+",948416,"yiiS","b3922","NP_418357.1",99,"DUF406 domain-containing protein YiiS"
"chromosome","NC_000913.3",4113293,4113721,"+",948415,"uspD","b3923","NP_418358.1",142,"universal stress protein D"
"chromosome","NC_000913.3",4113726,4114472,"-",948414,"fpr","b3924","NP_418359.1",248,"flavodoxin/ferredoxin-NADP(+) reductase"
"chromosome","NC_000913.3",4114569,4115579,"-",948424,"glpX","b3925","NP_418360.1",336,"fructose-1,6-bisphosphatase 2"
"chromosome","NC_000913.3",4115714,4117222,"-",948423,"glpK","b3926","NP_418361.1",502,"glycerol kinase"
"chromosome","NC_000913.3",4117245,4118090,"-",948422,"glpF","b3927","NP_418362.1",281,"glycerol facilitator"
"chromosome","NC_000913.3",4118515,4118760,"+",948420,"zapB","b3928","NP_418363.1",81,"cell division factor ZapB"
"chromosome","NC_000913.3",4118845,4119330,"-",948419,"rraA","b3929","NP_418364.1",161,"ribonuclease E inhibitor protein A"
"chromosome","NC_000913.3",4119423,4120349,"-",948418,"menA","b3930","NP_418365.1",308,"1,4-dihydroxy-2-naphthoate octaprenyltransferase"
"chromosome","NC_000913.3",4120416,4121747,"-",948430,"hslU","b3931","NP_418366.1",443,"ATPase component of the HslVU protease"
"chromosome","NC_000913.3",4121757,4122287,"-",948429,"hslV","b3932","NP_418367.1",176,"peptidase component of the HslVU protease"
"chromosome","NC_000913.3",4122380,4123339,"-",948428,"ftsN","b3933","NP_418368.1",319,"cell division protein FtsN"
"chromosome","NC_000913.3",4123431,4124456,"-",948427,"cytR","b3934","NP_418369.1",341,"DNA-binding transcriptional repressor CytR"
"chromosome","NC_000913.3",4124612,4126810,"-",948426,"priA","b3935","NP_418370.1",732,"primosomal protein N\\'"
"chromosome","NC_000913.3",4127013,4127225,"+",948425,"rpmE","b3936","NP_418371.1",70,"50S ribosomal subunit protein L31"
"chromosome","NC_000913.3",4127286,4127894,"-",948436,"yiiX","b3937","NP_418372.1",202,"putative lipid-binding hydrolase YiiX"
"chromosome","NC_000913.3",4128078,4128395,"-",948435,"metJ","b3938","NP_418373.1",105,"DNA-binding transcriptional repressor MetJ"
"chromosome","NC_000913.3",4128672,4129832,"+",948434,"metB","b3939","NP_418374.1",386,"O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase"
"chromosome","NC_000913.3",4129835,4132267,"+",948433,"metL","b3940","NP_418375.1",810,"fused aspartate kinase/homoserine dehydrogenase 2"
"chromosome","NC_000913.3",4132616,4133506,"+",948432,"metF","b3941","NP_418376.1",296,"5,10-methylenetetrahydrofolate reductase"
"chromosome","NC_000913.3",4133835,4136015,"+",948431,"katG","b3942","NP_418377.1",726,"catalase/hydroperoxidase HPI"
"chromosome","NC_000913.3",4136108,4137013,"+",948445,"yijE","b3943","NP_418378.4",301,"cystine exporter"
"chromosome","NC_000913.3",4137040,4137657,"-",948441,"yijF","b3944","NP_418379.1",205,"DUF1287 domain-containing protein YijF"
"chromosome","NC_000913.3",4137932,4139035,"-",948440,"gldA","b3945","NP_418380.4",367,"L-1,2-propanediol dehydrogenase/glycerol dehydrogenase"
"chromosome","NC_000913.3",4139046,4139708,"-",948439,"fsaB","b3946","NP_418381.1",220,"fructose-6-phosphate aldolase 2"
"chromosome","NC_000913.3",4139720,4142221,"-",948437,"ptsA","b3947","YP_026278.1",833,"putative PTS multiphosphoryl transfer protein PtsA"
"chromosome","NC_000913.3",4142530,4143609,"+",948448,"frwC","b3949","NP_418384.1",359,"putative PTS enzyme IIC component FrwC"
"chromosome","NC_000913.3",4143624,4143944,"+",948447,"frwB","b3950","NP_418385.1",106,"putative PTS enzyme IIB component FrwB"
"chromosome","NC_000913.3",4143995,4146292,"+",948454,"pflD","b3951","NP_418386.1",765,"putative formate acetyltransferase 2"
"chromosome","NC_000913.3",4146258,4147136,"+",948453,"pflC","b3952","NP_418387.3",292,"putative pyruvate formate-lyase 2 activating enzyme PflC"
"chromosome","NC_000913.3",4147138,4147479,"+",948452,"frwD","b3953","NP_418388.1",113,"putative PTS enzyme IIB component FrwD"
"chromosome","NC_000913.3",4147466,4148317,"-",948451,"yijO","b3954","NP_418389.1",283,"putative DNA-binding transcriptional regulator YijO"
"chromosome","NC_000913.3",4148532,4150265,"-",948458,"eptC","b3955","NP_418390.1",577,"phosphoethanolamine transferase EptC"
"chromosome","NC_000913.3",4150447,4153098,"-",948457,"ppc","b3956","NP_418391.1",883,"phosphoenolpyruvate carboxylase"
"chromosome","NC_000913.3",4153696,4154847,"-",948456,"argE","b3957","NP_418392.1",383,"acetylornithine deacetylase"
"chromosome","NC_000913.3",4155001,4156005,"+",948455,"argC","b3958","NP_418393.1",334,"N-acetylglutamylphosphate reductase"
"chromosome","NC_000913.3",4156013,4156789,"+",948464,"argB","b3959","NP_418394.3",258,"acetylglutamate kinase"
"chromosome","NC_000913.3",4156850,4158223,"+",948463,"argH","b3960","NP_418395.1",457,"argininosuccinate lyase"
"chromosome","NC_000913.3",4158490,4159407,"+",948462,"oxyR","b3961","NP_418396.1",305,"DNA-binding transcriptional dual regulator OxyR"
"chromosome","NC_000913.3",4159390,4160790,"-",948461,"sthA","b3962","NP_418397.2",466,"soluble pyridine nucleotide transhydrogenase"
"chromosome","NC_000913.3",4161067,4161771,"+",948460,"fabR","b3963","NP_418398.3",234,"DNA-binding transcriptional repressor FabR"
"chromosome","NC_000913.3",4161771,4162130,"+",948459,"yijD","b3964","NP_418399.1",119,"DUF1422 domain-containing inner membrane protein YijD"
"chromosome","NC_000913.3",4162170,4163270,"-",947143,"trmA","b3965","NP_418400.1",366,"tRNA m(5)U54 methyltransferase"
"chromosome","NC_000913.3",4163639,4165483,"+",948468,"btuB","b3966","NP_418401.1",614,"cobalamin outer membrane transporter"
"chromosome","NC_000913.3",4165428,4166285,"+",948467,"murI","b3967","NP_418402.2",285,"glutamate racemase"
"chromosome","NC_000913.3",4172057,4173085,"+",948470,"murB","b3972","NP_418403.1",342,"UDP-N-acetylenolpyruvoylglucosamine reductase"
"chromosome","NC_000913.3",4173082,4174047,"+",948469,"birA","b3973","NP_418404.1",321,"DNA-binding transcriptional repressor/biotin"
"chromosome","NC_000913.3",4174076,4175026,"-",948479,"coaA","b3974","NP_418405.1",316,"pantothenate kinase"
"chromosome","NC_000913.3",4175944,4177128,"+",948482,"tufB","b3980","NP_418407.1",394,"translation elongation factor Tu 2"
"chromosome","NC_000913.3",4177358,4177741,"+",948486,"secE","b3981","NP_418408.1",127,"Sec translocon subunit SecE"
"chromosome","NC_000913.3",4177743,4178288,"+",948485,"nusG","b3982","NP_418409.1",181,"transcription termination/antitermination factor NusG"
"chromosome","NC_000913.3",4178447,4178875,"+",948484,"rplK","b3983","NP_418410.1",142,"50S ribosomal subunit protein L11"
"chromosome","NC_000913.3",4178879,4179583,"+",948483,"rplA","b3984","NP_418411.1",234,"50S ribosomal subunit protein L1"
"chromosome","NC_000913.3",4179996,4180493,"+",948490,"rplJ","b3985","NP_418412.1",165,"50S ribosomal subunit protein L10"
"chromosome","NC_000913.3",4180560,4180925,"+",948489,"rplL","b3986","NP_418413.1",121,"50S ribosomal subunit protein L12"
"chromosome","NC_000913.3",4181245,4185273,"+",948488,"rpoB","b3987","NP_418414.1",1342,"RNA polymerase subunit beta"
"chromosome","NC_000913.3",4185350,4189573,"+",948487,"rpoC","b3988","NP_418415.1",1407,"RNA polymerase subunit beta\\'"
"chromosome","NC_000913.3",4189786,4190325,"+",948495,"yjaZ","b3989","NP_418416.1",179,"protein YjaZ"
"chromosome","NC_000913.3",4190735,4191868,"-",948494,"thiH","b3990","NP_418417.1",377,"2-iminoacetate synthase"
"chromosome","NC_000913.3",4191865,4192635,"-",948493,"thiG","b3991","NP_418418.2",256,"1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase"
"chromosome","NC_000913.3",4192637,4192837,"-",2847702,"thiS","b4407","YP_026279.1",66,"sulfur carrier protein ThiS"
"chromosome","NC_000913.3",4192821,4193576,"-",948500,"thiF","b3992","NP_418420.4",251,"sulfur carrier protein ThiS adenylyltransferase"
"chromosome","NC_000913.3",4193569,4194204,"-",948491,"thiE","b3993","NP_418421.1",211,"thiamine phosphate synthase"
"chromosome","NC_000913.3",4194204,4196099,"-",948492,"thiC","b3994","NP_418422.1",631,"phosphomethylpyrimidine synthase"
"chromosome","NC_000913.3",4196332,4196808,"-",948496,"rsd","b3995","NP_418423.1",158,"regulator of sigma D"
"chromosome","NC_000913.3",4196903,4197676,"+",948498,"nudC","b3996","YP_026280.1",257,"RNA decapping hydrolase"
"chromosome","NC_000913.3",4197716,4198780,"+",948497,"hemE","b3997","NP_418425.1",354,"uroporphyrinogen decarboxylase"
"chromosome","NC_000913.3",4198790,4199461,"+",948502,"nfi","b3998","NP_418426.2",223,"endonuclease V"
"chromosome","NC_000913.3",4199504,4200094,"+",948501,"yjaG","b3999","NP_418427.1",196,"DUF416 domain-containing protein YjaG"
"chromosome","NC_000913.3",4200281,4200553,"+",948499,"hupA","b4000","NP_418428.1",90,"DNA-binding protein HU-alpha"
"chromosome","NC_000913.3",4200566,4201261,"+",948508,"yjaH","b4001","NP_418429.1",231,"DUF1481 domain-containing protein YjaH"
"chromosome","NC_000913.3",4201263,4201688,"-",948507,"zraP","b4002","NP_418430.2",141,"signaling pathway modulator ZraP"
"chromosome","NC_000913.3",4201926,4203323,"+",948506,"zraS","b4003","NP_418431.1",465,"sensor histidine kinase ZraS"
"chromosome","NC_000913.3",4203320,4204645,"+",948505,"zraR","b4004","NP_418432.1",441,"DNA-binding transcriptional activator ZraR"
"chromosome","NC_000913.3",4204642,4205931,"-",948504,"purD","b4005","NP_418433.1",429,"phosphoribosylamine--glycine ligase"
"chromosome","NC_000913.3",4205943,4207532,"-",948503,"purH","b4006","NP_418434.1",529,"bifunctional AICAR transformylase/IMP cyclohydrolase"
"chromosome","NC_000913.3",4213234,4213617,"+",948515,"yjaA","b4011","NP_418435.1",127,"stress response protein"
"chromosome","NC_000913.3",4213680,4214123,"-",948514,"yjaB","b4012","NP_418436.1",147,"peptidyl-lysine N-acetyltransferase YjaB"
"chromosome","NC_000913.3",4214280,4215209,"+",948513,"metA","b4013","NP_418437.1",309,"homoserine O-succinyltransferase"
"chromosome","NC_000913.3",4215478,4217079,"+",948512,"aceB","b4014","NP_418438.1",533,"malate synthase A"
"chromosome","NC_000913.3",4217109,4218413,"+",948517,"aceA","b4015","NP_418439.1",434,"isocitrate lyase"
"chromosome","NC_000913.3",4218596,4220332,"+",944797,"aceK","b4016","NP_418440.1",578,"isocitrate dehydrogenase kinase/phosphatase"
"chromosome","NC_000913.3",4220301,4222487,"-",944933,"arpA","b4017","NP_418441.1",728,"regulator of acetyl CoA synthetase"
"chromosome","NC_000913.3",4222804,4223628,"-",948524,"iclR","b4018","NP_418442.2",274,"DNA-binding transcriptional repressor IclR"
"chromosome","NC_000913.3",4223828,4227511,"+",948522,"metH","b4019","NP_418443.1",1227,"cobalamin-dependent methionine synthase"
"chromosome","NC_000913.3",4227731,4229362,"+",948521,"yjbB","b4020","NP_418444.1",543,"putative inorganic phosphate export protein YjbB"
"chromosome","NC_000913.3",4229453,4230142,"-",948520,"pepE","b4021","NP_418445.1",229,"peptidase E"
"chromosome","NC_000913.3",4230354,4231226,"+",948519,"rluF","b4022","NP_418446.1",290,"23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase"
"chromosome","NC_000913.3",4231359,4231631,"-",948518,"yjbD","b4023","NP_418447.1",90,"DUF3811 domain-containing protein YjbD"
"chromosome","NC_000913.3",4231884,4233233,"-",948531,"lysC","b4024","NP_418448.1",449,"aspartate kinase III"
"chromosome","NC_000913.3",4233758,4235407,"+",948535,"pgi","b4025","NP_418449.1",549,"glucose-6-phosphate isomerase"
"chromosome","NC_000913.3",4235906,4236148,"+",948534,"yjbE","b4026","NP_418450.1",80,"uncharacterized protein YjbE"
"chromosome","NC_000913.3",4236262,4236900,"+",948533,"yjbF","b4027","NP_418451.4",212,"lipoprotein YjbF"
"chromosome","NC_000913.3",4236897,4237634,"+",948526,"yjbG","b4028","NP_418452.1",245,"capsule biosynthesis GfcC family protein YjbG"
"chromosome","NC_000913.3",4237634,4239730,"+",948527,"yjbH","b4029","NP_418453.1",698,"putative lipoprotein YjbH"
"chromosome","NC_000913.3",4239777,4240055,"-",5061528,"yjbT","b4620","YP_001165332.1",92,"PF17089 family protein YjbT"
"chromosome","NC_000913.3",4240325,4240735,"+",948528,"psiE","b4030","NP_418454.1",136,"putative phosphate starvation-inducible protein PsiE"
"chromosome","NC_000913.3",4240779,4242254,"-",948529,"xylE","b4031","NP_418455.1",491,"D-xylose:H(+) symporter"
"chromosome","NC_000913.3",4242626,4243516,"-",948530,"malG","b4032","NP_418456.1",296,"maltose ABC transporter membrane subunit MalG"
"chromosome","NC_000913.3",4243531,4245075,"-",948532,"malF","b4033","NP_418457.1",514,"maltose ABC transporter membrane subunit MalF"
"chromosome","NC_000913.3",4245229,4246419,"-",948538,"malE","b4034","NP_418458.1",396,"maltose ABC transporter periplasmic binding protein"
"chromosome","NC_000913.3",4246784,4247899,"+",948537,"malK","b4035","NP_418459.1",371,"maltose ABC transporter ATP binding subunit"
"chromosome","NC_000913.3",4247971,4249311,"+",948548,"lamB","b4036","NP_418460.1",446,"maltose outer membrane channel/phage lambda receptor protein"
"chromosome","NC_000913.3",4249554,4250474,"+",948547,"malM","b4037","NP_418461.1",306,"maltose regulon periplasmic protein"
"chromosome","NC_000913.3",4252506,4253003,"+",948545,"ubiC","b4039","NP_418463.4",165,"chorismate lyase"
"chromosome","NC_000913.3",4253016,4253888,"+",948540,"ubiA","b4040","NP_418464.1",290,"4-hydroxybenzoate octaprenyltransferase"
"chromosome","NC_000913.3",4254043,4256466,"-",948541,"plsB","b4041","NP_418465.4",807,"glycerol-3-phosphate 1-O-acyltransferase"
"chromosome","NC_000913.3",4256637,4257005,"+",948543,"dgkA","b4042","NP_418466.1",122,"diacylglycerol kinase"
"chromosome","NC_000913.3",4257115,4257723,"+",948544,"lexA","b4043","NP_418467.1",202,"DNA-binding transcriptional repressor LexA"
"chromosome","NC_000913.3",4257742,4259121,"+",948554,"dinF","b4044","NP_418468.3",459,"DNA damage-inducible protein F"
"chromosome","NC_000913.3",4259237,4259446,"+",948553,"yjbJ","b4045","NP_418469.1",69,"putative stress response protein YjbJ"
"chromosome","NC_000913.3",4259488,4260003,"-",948552,"zur","b4046","NP_418470.4",171,"DNA-binding transcriptional repressor Zur"
"chromosome","NC_000913.3",4260321,4260575,"+",948551,"yjbL","b4047","NP_418471.1",84,"uncharacterized protein YjbL"
"chromosome","NC_000913.3",4260599,4261306,"+",948550,"yjbM","b4048","NP_418472.1",235,"DUF2713 domain-containing protein YjbM"
"chromosome","NC_000913.3",4261669,4262706,"+",948558,"dusA","b4049","NP_418473.3",345,"tRNA-dihydrouridine synthase A"
"chromosome","NC_000913.3",4262840,4263082,"+",948557,"pspG","b4050","NP_418474.4",80,"phage shock protein G"
"chromosome","NC_000913.3",4263248,4264231,"-",948556,"qorA","b4051","NP_418475.1",327,"putative quinone oxidoreductase 1"
"chromosome","NC_000913.3",4264314,4265729,"+",948555,"dnaB","b4052","NP_418476.1",471,"replicative DNA helicase"
"chromosome","NC_000913.3",4265782,4266861,"+",948564,"alr","b4053","NP_418477.1",359,"alanine racemase 1"
"chromosome","NC_000913.3",4267114,4268307,"+",948563,"tyrB","b4054","NP_418478.1",397,"tyrosine aminotransferase"
"chromosome","NC_000913.3",4268809,4269012,"-",5061529,"yjbS","b4621","YP_001165333.1",67,"uncharacterized protein YjbS"
"chromosome","NC_000913.3",4269414,4270127,"+",948562,"aphA","b4055","NP_418479.1",237,"acid phosphatase/phosphotransferase"
"chromosome","NC_000913.3",4270238,4270654,"+",948561,"yjbQ","b4056","NP_418480.1",138,"PF01894 family protein YjbQ"
"chromosome","NC_000913.3",4270658,4271014,"+",948560,"yjbR","b4057","NP_418481.1",118,"PF04237 family protein YjbR"
"chromosome","NC_000913.3",4271049,4273871,"-",948559,"uvrA","b4058","NP_418482.1",940,"UvrABC excision nuclease subunit A"
"chromosome","NC_000913.3",4274125,4274661,"+",948570,"ssb","b4059","NP_418483.1",178,"ssDNA-binding protein"
"chromosome","NC_000913.3",4274760,4275041,"-",948569,"yjcB","b4060","NP_418484.4",93,"uncharacterized protein YjcB"
"chromosome","NC_000913.3",4275471,4277057,"+",948568,"pdeC","b4061","NP_418485.1",528,"c-di-GMP phosphodiesterase PdeC"
"chromosome","NC_000913.3",4277060,4277383,"-",948567,"soxS","b4062","NP_418486.1",107,"DNA-binding transcriptional dual regulator SoxS"
"chromosome","NC_000913.3",4277469,4277933,"+",948566,"soxR","b4063","NP_418487.1",154,"DNA-binding transcriptional dual regulator SoxR"
"chromosome","NC_000913.3",4278479,4279828,"+",948565,"ghxP","b4064","NP_418488.1",449,"guanine/hypoxanthine transporter GhxP"
"chromosome","NC_000913.3",4279980,4281629,"+",948577,"yjcE","b4065","NP_418489.1",549,"putative transporter YjcE"
"chromosome","NC_000913.3",4281783,4283075,"-",948576,"yjcF","b4066","NP_418490.1",430,"pentapeptide repeat-containing protein YjcF"
"chromosome","NC_000913.3",4283253,4284902,"-",948575,"actP","b4067","NP_418491.1",549,"acetate/glycolate:cation symporter"
"chromosome","NC_000913.3",4284899,4285213,"-",948574,"yjcH","b4068","NP_418492.1",104,"DUF485 domain-containing inner membrane protein YjcH"
"chromosome","NC_000913.3",4285413,4287371,"-",948572,"acs","b4069","NP_418493.1",652,"acetyl-CoA synthetase (AMP-forming)"
"chromosome","NC_000913.3",4287611,4287667,"+",71004578,"ytcB","b4821","YP_010283918.1",18,"protein YtcB"
"chromosome","NC_000913.3",4287764,4289200,"+",948571,"nrfA","b4070","NP_418494.1",478,"cytochrome c552 nitrite reductase"
"chromosome","NC_000913.3",4289245,4289811,"+",948573,"nrfB","b4071","NP_418495.2",188,"periplasmic nitrite reductase penta-heme c-type cytochrome"
"chromosome","NC_000913.3",4289808,4290479,"+",948581,"nrfC","b4072","NP_418496.1",223,"putative menaquinol-cytochrome c reductase 4Fe-4S subunit"
