Accession	Island start	Island end	Length	Method	Gene name	Gene ID	Locus	Gene start	Gene end	Strand	Product	External Annotations
NC_004631.1	4668070	4699462	31392	IslandPath-DIMOB	WP_000752629.1		T_RS23095	4686547	4687083	1	thiol:disulfide interchange protein	
NC_004631.1	4668070	4699462	31392	IslandPath-DIMOB	WP_000490324.1		T_RS23100	4687270	4688115	1	outer membrane protein	
NC_004631.1	4668070	4699462	31392	IslandPath-DIMOB	WP_000753748.1		T_RS23105	4688378	4688644	1	transposase	
NC_004631.1	4668070	4699462	31392	IslandPath-DIMOB			T_RS23110	4688697	4689212	1	transposase	
NC_004631.1	4668070	4699462	31392	IslandPath-DIMOB			T_RS23115	4689323	4695647	-1	DEAD/DEAH box helicase	
NC_004631.1	4668070	4699462	31392	IslandPath-DIMOB	WP_000083327.1		T_RS23120	4695660	4698959	-1	hypothetical protein	
NC_004631.1	4668070	4699462	31392	IslandPath-DIMOB	WP_000422446.1		T_RS23125	4699268	4699462	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_001515479.1		T_RS04380	956794	957657	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_000250489.1		T_RS04385	957844	958059	1	DNA-binding protein	
NC_004631.1	956403	978962	22559	Islander	WP_000837630.1		T_RS04390	958089	958400	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_015606140.1		T_RS04395	958415	958801	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_001291071.1		T_RS04400	958818	959105	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_000034418.1		T_RS04405	959191	959484	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_001000809.1		T_RS04410	959597	959992	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_000129503.1		T_RS04415	960089	960382	-1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_001042532.1		T_RS04420	961175	961819	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_000964110.1		T_RS04425	961895	963406	-1	conjugal transfer protein	
NC_004631.1	956403	978962	22559	Islander	WP_000444413.1		T_RS04430	965065	965574	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_000734387.1		T_RS04435	965621	966136	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_001280266.1		T_RS04440	966220	966543	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_015606141.1		T_RS04445	966843	968279	1	putative PilV-like protein	
NC_004631.1	956403	978962	22559	Islander	WP_001019842.1		T_RS04450	968796	969110	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_015606142.1		T_RS04455	969126	970553	1	PilV-like protein	
NC_004631.1	956403	978962	22559	Islander	WP_000766114.1		T_RS04460	970921	973881	-1	type III restriction endonuclease subunit R	
NC_004631.1	956403	978962	22559	Islander	WP_001038193.1		T_RS04465	973891	975867	-1	site-specific DNA-methyltransferase	
NC_004631.1	956403	978962	22559	Islander	WP_001096461.1		T_RS04470	976062	977450	1	hypothetical protein	
NC_004631.1	956403	978962	22559	Islander	WP_000059632.1		T_RS04475	977497	978771	-1	integrase	
NC_004631.1	3039572	3045449	5877	Islander	WP_000028980.1		T_RS14950	3040062	3041183	-1	hypothetical protein	
NC_004631.1	3039572	3045449	5877	Islander	WP_000028498.1		T_RS14955	3041285	3041695	-1	hypothetical protein	
NC_004631.1	3039572	3045449	5877	Islander	WP_000184036.1		T_RS14960	3041823	3042026	-1	hypothetical protein	
NC_004631.1	3039572	3045449	5877	Islander	WP_000082599.1		T_RS14965	3042030	3042749	-1	Rha family transcriptional regulator	
NC_004631.1	3039572	3045449	5877	Islander	WP_000331842.1		T_RS14970	3043685	3045148	-1	integrase	
NC_004631.1	4394210	4512791	118581	Islander	WP_031617267.1		T_RS21510	4394413	4395336	1	chromosome partitioning protein ParA	
NC_004631.1	4394210	4512791	118581	Islander	WP_000018529.1		T_RS21515	4395333	4396697	1	replicative DNA helicase	
NC_004631.1	4394210	4512791	118581	Islander	WP_001029724.1		T_RS21520	4396690	4398489	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000020913.1		T_RS21525	4398479	4398706	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000838568.1		T_RS21530	4398703	4398963	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001275616.1		T_RS21535	4398950	4399672	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000144322.1		T_RS21540	4399757	4400314	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000377625.1		T_RS21545	4400314	4400562	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001194350.1		T_RS21550	4400592	4401902	1	DNA-binding protein	
NC_004631.1	4394210	4512791	118581	Islander			T_RS25095	4402254	4402439	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001290444.1		T_RS21555	4402491	4403267	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001241572.1		T_RS21560	4403378	4405372	1	DNA topoisomerase III	
NC_004631.1	4394210	4512791	118581	Islander	WP_000032521.1		T_RS21565	4406040	4406489	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000958171.1		T_RS21570	4406570	4406788	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000157067.1		T_RS21575	4406801	4407337	1	ssDNA-binding protein	
NC_004631.1	4394210	4512791	118581	Islander			T_RS21580	4407403	4408353	1	transposase	
NC_004631.1	4394210	4512791	118581	Islander	WP_001095932.1		T_RS21585	4408518	4409762	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000539682.1		T_RS21590	4409765	4410184	1	pilus assembly protein PilP	
NC_004631.1	4394210	4512791	118581	Islander			T_RS21595	4410631	4411894	1	"type IVB pilus formation outer membrane protein, R64 PilN family"	
NC_004631.1	4394210	4512791	118581	Islander	WP_000763621.1		T_RS21605	4411896	4413182	1	pilus assembly protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000928959.1		T_RS21610	4413163	4413750	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001289222.1		T_RS21615	4413760	4415475	1	nucleotide-binding protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000074784.1		T_RS21620	4415472	4416557	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_026005971.1		T_RS21625	4416599	4417192	1	pilus assembly protein PilX	
NC_004631.1	4394210	4512791	118581	Islander	WP_000334696.1		T_RS21630	4417202	4417678	1	lytic transglycosylase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000218700.1		T_RS21635	4417675	4418337	1	prepilin peptidase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000744276.1		T_RS21640	4418334	4419641	1	Shufflon protein A	
NC_004631.1	4394210	4512791	118581	Islander	WP_071524987.1		T_RS25100	4419643	4419891	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000089603.1		T_RS21645	4419989	4421140	1	integrase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000455463.1		T_RS21650	4421237	4421704	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000994659.1		T_RS21655	4421916	4422791	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001149494.1		T_RS25105	4422979	4423341	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000214158.1		T_RS21660	4423298	4424212	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_031624228.1		T_RS21665	4424240	4424971	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000013624.1		T_RS21670	4424950	4425636	1	lytic transglycosylase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000253629.1		T_RS21675	4425672	4426172	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000626967.1		T_RS21680	4426182	4426751	1	restriction endonuclease	
NC_004631.1	4394210	4512791	118581	Islander	WP_000071290.1		T_RS21685	4426771	4428861	1	"conjugative coupling factor TraD, PFGI-1 class"	
NC_004631.1	4394210	4512791	118581	Islander	WP_010989289.1		T_RS21690	4428858	4429616	1	integrating conjugative element membrane protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000252871.1		T_RS21695	4429853	4430107	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_015899494.1		T_RS21700	4430113	4430346	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000949576.1		T_RS21705	4430376	4430738	1	integrating conjugative element membrane protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000848326.1		T_RS21710	4430748	4431122	1	membrane protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000086082.1		T_RS21715	4431119	4431772	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001240640.1		T_RS21720	4431772	4432671	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001165842.1		T_RS21725	4432661	4434139	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000244536.1		T_RS21730	4434126	4434575	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001766284.1		T_RS21735	4434575	4434991	1	type VI secretion protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001785809.1		T_RS21740	4434988	4437411	1	"conjugative transfer ATPase, PFL_4706 family"	
NC_004631.1	4394210	4512791	118581	Islander	WP_000054770.1		T_RS21745	4437566	4437952	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000821941.1		T_RS21750	4438107	4438499	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000838927.1		T_RS21755	4438496	4439464	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_010989292.1		T_RS21760	4439479	4440909	1	integrating conjugative element protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000175255.1		T_RS21765	4440906	4441238	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000213770.1		T_RS21770	4441242	4442747	1	conjugal transfer protein TraG	
NC_004631.1	4394210	4512791	118581	Islander	WP_001283066.1		T_RS21775	4442986	4444233	1	phosphoadenosine phosphosulfate reductase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000502502.1		T_RS21780	4444218	4444859	1	transcriptional regulator	
NC_004631.1	4394210	4512791	118581	Islander	WP_010989295.1		T_RS21785	4445070	4445612	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001763960.1		T_RS25110	4446356	4446550	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000907593.1		T_RS21790	4446878	4447798	1	DNA-binding protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001020123.1		T_RS21795	4448522	4448824	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001103837.1		T_RS21800	4448920	4449300	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000018145.1		T_RS21805	4449671	4449880	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000979718.1		T_RS21810	4449898	4450350	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000968700.1		T_RS21815	4450347	4450643	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000115421.1		T_RS21820	4450721	4451179	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001097965.1		T_RS21825	4451268	4453217	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000881183.1		T_RS21830	4453289	4454197	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000022217.1		T_RS21835	4454271	4455170	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000911568.1		T_RS21840	4455245	4455571	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001222413.1		T_RS21845	4455671	4455940	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000457555.1		T_RS21850	4456072	4457346	-1	DNA polymerase V subunit UmuC	
NC_004631.1	4394210	4512791	118581	Islander	WP_001039750.1		T_RS21855	4457565	4457942	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001775272.1		T_RS21860	4458029	4458247	-1	positive regulator of late gene transcription	
NC_004631.1	4394210	4512791	118581	Islander	WP_001011750.1		T_RS21865	4458315	4459415	-1	late control protein D	
NC_004631.1	4394210	4512791	118581	Islander	WP_000980405.1		T_RS21870	4459412	4459897	-1	tail assembly protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001282813.1		T_RS21875	4459897	4462677	-1	phage tail tape measure protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000763315.1		T_RS21880	4462670	4462789	-1	tail protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001280965.1		T_RS21885	4462804	4463106	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001207653.1		T_RS21890	4463161	4463676	-1	major tail tube protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000046101.1		T_RS21895	4463686	4464858	-1	tail sheath protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000388790.1		T_RS21900	4464961	4465179	-1	Hin recombinase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000161708.1		T_RS21905	4465393	4466115	1	guanine nucleotide exchange factor SopE	
NC_004631.1	4394210	4512791	118581	Islander	WP_000006337.1		T_RS21910	4466313	4466720	-1	tail assembly protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000104806.1		T_RS21915	4466727	4468346	-1	phage tail protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001086816.1		T_RS21920	4468343	4468948	-1	phage tail protein I	
NC_004631.1	4394210	4512791	118581	Islander	WP_000268327.1		T_RS21925	4468941	4469849	-1	baseplate assembly protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000177408.1		T_RS21930	4469836	4470195	-1	baseplate assembly protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000993749.1		T_RS21935	4470192	4470770	-1	baseplate assembly protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000343944.1		T_RS21940	4470839	4471285	-1	virion morphogenesis protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001097345.1		T_RS21945	4471278	4471709	-1	phage tail protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_024131237.1		T_RS25115	4471621	4471845	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001772475.1		T_RS21950	4471805	4472230	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000731034.1		T_RS21955	4472230	4472607	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001097942.1		T_RS21960	4472612	4473121	-1	glycoside hydrolase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000171566.1		T_RS21965	4473102	4473317	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000868184.1		T_RS21970	4473321	4473524	-1	tail protein X	
NC_004631.1	4394210	4512791	118581	Islander	WP_000673540.1		T_RS21975	4473524	4473988	-1	head completion/stabilization protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000059175.1		T_RS21980	4474082	4474732	-1	terminase endonuclease subunit	
NC_004631.1	4394210	4512791	118581	Islander	WP_000730751.1		T_RS21985	4474736	4475800	-1	phage capsid protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000216272.1		T_RS21990	4475817	4476650	-1	phage capsid protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001098453.1		T_RS21995	4476793	4478559	1	oxidoreductase	
NC_004631.1	4394210	4512791	118581	Islander	WP_001681813.1		T_RS22000	4478559	4479602	1	phage portal protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000080839.1		T_RS22005	4479651	4480346	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000789323.1		T_RS22010	4480366	4481430	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000829584.1		T_RS22015	4481427	4482491	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000835188.1		T_RS22020	4482501	4482719	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001217561.1		T_RS22025	4482815	4483048	-1	DNA-damage-inducible protein DinI	
NC_004631.1	4394210	4512791	118581	Islander	WP_001154438.1		T_RS22030	4483060	4483248	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000301193.1		T_RS22035	4483416	4485824	-1	replication endonuclease	
NC_004631.1	4394210	4512791	118581	Islander	WP_000104130.1		T_RS22040	4485815	4486675	-1	DNA adenine methylase	
NC_004631.1	4394210	4512791	118581	Islander	WP_001090717.1		T_RS22045	4486672	4487256	-1	DNA polymerase III subunit epsilon	
NC_004631.1	4394210	4512791	118581	Islander	WP_000785510.1		T_RS22050	4487253	4487480	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001244240.1		T_RS22055	4487480	4487713	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000963479.1		T_RS22060	4487781	4488122	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000956167.1		T_RS25120	4488086	4488286	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000460852.1		T_RS22070	4488294	4488803	-1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000102106.1		T_RS22075	4488836	4489078	-1	Rha family transcriptional regulator	
NC_004631.1	4394210	4512791	118581	Islander	WP_000052560.1		T_RS22080	4489195	4489827	1	phage repressor protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000027757.1		T_RS22085	4489831	4490856	1	recombinase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000902197.1		T_RS22090	4490963	4491316	-1	protein samA'	
NC_004631.1	4394210	4512791	118581	Islander	WP_000729724.1		T_RS22095	4491584	4491697	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001681810.1		T_RS22100	4491963	4492220	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001681808.1		T_RS22105	4492231	4493121	1	methyltransferase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000354257.1		T_RS22110	4493121	4493867	1	SAM-dependent methyltransferase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000052242.1		T_RS22115	4494169	4496139	-1	Vi polysaccharide export protein VexE	BLAST
NC_004631.1	4394210	4512791	118581	Islander	WP_000431675.1		T_RS22120	4496159	4497463	-1	Vi polysaccharide export inner-membrane protein VexD	BLAST
NC_004631.1	4394210	4512791	118581	Islander	WP_000467404.1		T_RS22125	4497486	4498181	-1	Vi polysaccharide export ATP-binding protein VexC	BLAST
NC_004631.1	4394210	4512791	118581	Islander	WP_001023498.1		T_RS22130	4498207	4499001	-1	Vi polysaccharide export inner-membrane protein VexB	BLAST
NC_004631.1	4394210	4512791	118581	Islander	WP_000720235.1		T_RS22135	4499011	4500078	-1	Vi polysaccharide export protein VexA/TviF	"PATRIC_VF,BLAST"
NC_004631.1	4394210	4512791	118581	Islander	WP_000632615.1	tviE	T_RS22140	4500123	4501859	-1	Vi polysaccharide biosynthesis protein TviE	"PATRIC_VF,BLAST"
NC_004631.1	4394210	4512791	118581	Islander	WP_014341569.1		T_RS22145	4501859	4504345	-1	Vi polysaccharide biosynthesis protein tviD	BLAST
NC_004631.1	4394210	4512791	118581	Islander	WP_000127915.1		T_RS22150	4504378	4505424	-1	Vi polysaccharide biosynthesis protein VipB/TviC	"PATRIC_VF,BLAST"
NC_004631.1	4394210	4512791	118581	Islander	WP_000466893.1		T_RS22155	4505427	4506704	-1	Vi polysaccharide biosynthesis protein VipA/TviB	"PATRIC_VF,BLAST"
NC_004631.1	4394210	4512791	118581	Islander	WP_001210944.1		T_RS22160	4506949	4507488	-1	Vi polysaccharide biosynthesis protein TviA	BLAST
NC_004631.1	4394210	4512791	118581	Islander	WP_001764200.1		T_RS22165	4508029	4508217	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_001120833.1		T_RS22170	4508342	4509853	1	DNA helicase	
NC_004631.1	4394210	4512791	118581	Islander	WP_000488995.1		T_RS22175	4509837	4511426	1	hypothetical protein	
NC_004631.1	4394210	4512791	118581	Islander	WP_000449622.1		T_RS22180	4511590	4512603	1	tyrosine recombinase XerD	
NC_004631.1	4512792	4525985	13193	Islander	WP_001143724.1		T_RS22185	4513030	4513323	1	CopG family transcriptional regulator	
NC_004631.1	4512792	4525985	13193	Islander	WP_000622308.1		T_RS22190	4513320	4513808	1	N-acetyltransferase GCN5	
NC_004631.1	4512792	4525985	13193	Islander	WP_000434168.1		T_RS22195	4513988	4514440	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Islander	WP_024131240.1		T_RS25125	4514522	4514773	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Islander	WP_010989300.1		T_RS22200	4515077	4517362	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Islander	WP_010989301.1		T_RS22205	4517443	4519116	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Islander	WP_000246267.1		T_RS22210	4519663	4520124	1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Islander	WP_000193665.1		T_RS22215	4520121	4520342	1	transcriptional regulator	
NC_004631.1	4512792	4525985	13193	Islander	WP_000501442.1		T_RS22220	4520376	4520519	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Islander	WP_000492269.1		T_RS22225	4520735	4520965	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Islander	WP_000511749.1		T_RS22230	4521199	4521981	1	DNA-binding protein	
NC_004631.1	4512792	4525985	13193	Islander	WP_010989303.1		T_RS22235	4522006	4522218	-1	hypothetical protein	
NC_004631.1	4512792	4525985	13193	Islander			T_RS22240	4522608	4522877	-1	integrase	
NC_004631.1	4512792	4525985	13193	Islander	WP_000975154.1		T_RS22245	4522962	4524245	-1	SH3 domain-containing protein	
NC_004631.1	4512792	4525985	13193	Islander	WP_026005983.1		T_RS22250	4524556	4525833	-1	integrase	
NC_004631.1	4666568	4677970	11402	Islander	WP_000772672.1		T_RS22985	4666742	4668007	1	integrase	
NC_004631.1	4666568	4677970	11402	Islander	WP_000573583.1		T_RS22990	4668070	4669146	-1	serine/threonine protein kinase	
NC_004631.1	4666568	4677970	11402	Islander	WP_000700163.1		T_RS22995	4669143	4670201	-1	serine/threonine protein kinase	
NC_004631.1	4666568	4677970	11402	Islander	WP_000493740.1		T_RS23000	4670191	4671354	-1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Islander			T_RS25170	4671480	4671666	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Islander	WP_000214423.1		T_RS23005	4671630	4672196	-1	Polarity suppression protein	
NC_004631.1	4666568	4677970	11402	Islander	WP_000468230.1		T_RS23010	4672212	4672451	-1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Islander	WP_001779443.1		T_RS23015	4672455	4673198	-1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Islander			T_RS25175	4673228	4673416	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Islander	WP_071525138.1		T_RS25180	4673481	4673666	-1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Islander			T_RS23020	4673738	4673997	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Islander	WP_015701354.1		T_RS23710	4673994	4674545	1	Ash-like/host cell division inhibitor Icd-like protein	
NC_004631.1	4666568	4677970	11402	Islander	WP_001216603.1		T_RS23030	4674542	4674769	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Islander	WP_000795388.1		T_RS23035	4674766	4675086	1	hypothetical protein	
NC_004631.1	4666568	4677970	11402	Islander			T_RS23040	4675101	4677433	1	DNA primase	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000148263.1		T_RS06910	1414057	1414584	-1	baseplate protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000808000.1		T_RS06915	1414581	1415735	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_010989167.1		T_RS06920	1415723	1415938	-1	membrane protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000458383.1		T_RS06925	1415935	1416819	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000135574.1		T_RS06930	1416819	1419284	-1	phage tail tape measure protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000084228.1		T_RS06935	1419460	1419795	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000110118.1		T_RS06940	1419893	1420174	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000034292.1		T_RS06945	1420177	1420698	-1	phage major tail tube protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000729859.1		T_RS06950	1420698	1422125	-1	tail protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_001789770.1		T_RS06955	1422115	1422369	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_001101804.1		T_RS06960	1422366	1422830	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000271668.1		T_RS06965	1422830	1423276	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000537457.1		T_RS06970	1423278	1423616	-1	DUF2190 domain-containing protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_001286905.1		T_RS06975	1423626	1424579	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_001273072.1		T_RS06980	1424594	1425709	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000135517.1		T_RS06985	1425924	1426382	-1	phage morphogeneis protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000117561.1		T_RS06990	1426385	1427206	-1	phage head morphogenesis protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000090679.1		T_RS06995	1427187	1428683	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_029246253.1		T_RS07000	1428683	1430215	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000124060.1		T_RS07005	1430275	1430820	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000227700.1		T_RS07010	1430820	1431131	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000175097.1		T_RS07015	1431131	1431457	-1	membrane protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000264664.1		T_RS07020	1431454	1432104	-1	lipoprotein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_001104436.1		T_RS07025	1432088	1432816	-1	murein transglycosylase	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000793143.1		T_RS07030	1432819	1433169	-1	membrane protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000074408.1		T_RS07035	1433413	1433943	-1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick			T_RS07040	1433966	1434610	1	DUF3102 domain-containing protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000990529.1		T_RS07045	1434614	1436383	1	integrase	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000960673.1		T_RS07050	1436394	1437560	1	hypothetical protein	
NC_004631.1	1414483	1441931	27448	IslandPick	WP_000843446.1		T_RS07055	1437563	1437832	1	hypothetical protein	
